geohash,lat,long,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09
u0phh,45.7,10.0,,6.0,10.0,18.0,15.0,5.0,5.0,6.0,
u0phk,45.8,10.0,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,
u0phw,45.8,10.1,,3.0,1.0,8.0,2.0,,19.0,1.0,
u0pj6,45.9,10.0,,8.0,,,,,2.0,,
u0pj9,46.0,9.9,,1.0,1.0,,,2.0,,3.0,
u0pjd,46.0,10.0,,1.0,,,,,,2.0,
u0pjh,45.9,10.0,,33.0,29.0,19.0,24.0,14.0,5.0,22.0,3.0
u0pjz,46.0,10.2,,1.0,,,,,,,
u0pk5,45.7,10.3,,1.0,23.0,3.0,,18.0,14.0,4.0,2.0
u0pkk,45.8,10.4,,5.0,3.0,6.0,13.0,2.0,,,
u0pm8,46.0,10.2,,1.0,,,,,1.0,,
u0pm9,46.0,10.3,,1.0,3.0,,1.0,4.0,1.0,3.0,
u0pne,46.2,10.0,,9.0,29.0,31.0,11.0,9.0,25.0,14.0,4.0
u0pnq,46.1,10.1,,3.0,,,,,6.0,3.0,
u0pns,46.2,10.0,,1.0,5.0,2.0,1.0,,,,
u0pq5,46.1,10.3,,1.0,3.0,5.0,2.0,3.0,1.0,1.0,1.0
u0pq9,46.2,10.3,,2.0,6.0,,2.0,1.0,1.0,1.0,
u0pqg,46.2,10.3,,8.0,6.0,3.0,4.0,1.0,2.0,,
u0pr1,46.3,10.3,,8.0,3.0,6.0,8.0,2.0,4.0,2.0,1.0
u0prc,46.4,10.3,,2.0,2.0,2.0,1.0,,2.0,,2.0
u0pre,46.3,10.3,,2.0,15.0,18.0,24.0,5.0,3.0,,3.0
u0prp,46.3,10.5,,6.0,2.0,1.0,40.0,20.0,26.0,50.0,2.0
u0prw,46.3,10.5,,2.0,8.0,3.0,6.0,10.0,8.0,4.0,1.0
u0psq,45.8,10.8,,12.0,5.0,5.0,8.0,6.0,2.0,8.0,2.0
u0pst,45.8,10.8,,8.0,44.0,16.0,6.0,4.0,2.0,6.0,
u0psv,45.9,10.8,,1.0,3.0,6.0,11.0,8.0,4.0,2.0,1.0
u0pt0,45.9,10.6,,2.0,,,,,,,
u0pt6,45.9,10.7,,5.0,24.0,31.0,89.0,58.0,45.0,40.0,1.0
u0ptu,46.0,10.7,,6.0,5.0,8.0,18.0,11.0,4.0,5.0,4.0
u0pu7,45.8,11.1,,2.0,1.0,,,,1.0,1.0,
u0puf,45.9,11.0,,4.0,4.0,2.0,2.0,1.0,,1.0,1.0
u0pug,45.9,11.1,,10.0,16.0,32.0,26.0,22.0,4.0,17.0,4.0
u0pun,45.7,11.2,,2.0,10.0,3.0,,1.0,3.0,2.0,
u0pvh,45.9,11.1,,2.0,1.0,,1.0,,1.0,3.0,
u0pvt,46.0,11.1,,1.0,,,32.0,62.0,35.0,,
u0pvw,46.0,11.2,,1.0,3.0,4.0,2.0,7.0,1.0,2.0,2.0
u0pwv,46.2,10.8,,5.0,19.0,,,,19.0,4.0,
u0pwy,46.2,10.8,,2.0,1.0,1.0,,,,2.0,4.0
u0pxe,46.3,10.7,,5.0,15.0,11.0,1.0,,1.0,,
u0pxf,46.4,10.7,,1.0,,,1.0,,,1.0,
u0pxm,46.3,10.8,,4.0,4.0,,2.0,,,,
u0pxq,46.3,10.8,,7.0,,,,,1.0,,
u0pxw,46.3,10.8,,1.0,1.0,1.0,,2.0,1.0,,
u0pxx,46.3,10.9,,4.0,6.0,3.0,1.0,,,1.0,
u0py5,46.1,11.1,,1.0,29.0,18.0,27.0,21.0,,,
u0pye,46.2,11.1,,2.0,,,,,,,
u0pym,46.1,11.1,,21.0,43.0,6.0,18.0,16.0,21.0,13.0,
u0pyn,46.1,11.2,,4.0,2.0,1.0,5.0,,3.0,,
u0pyq,46.1,11.2,,1.0,2.0,2.0,,,,,
u0pys,46.2,11.1,,3.0,3.0,,,1.0,,,
u0pyv,46.2,11.1,,2.0,4.0,2.0,5.0,8.0,10.0,6.0,
u0pz1,46.3,11.0,,1.0,,,,,,,
u0pzd,46.3,11.0,,3.0,,,5.0,,,,
u0pzn,46.3,11.2,,4.0,8.0,5.0,3.0,1.0,5.0,4.0,1.0
u0q8k,46.5,9.3,,5.0,11.0,4.0,3.0,1.0,1.0,3.0,1.0
u0r0y,46.6,10.1,,2.0,11.0,3.0,8.0,22.0,15.0,9.0,6.0
u0r25,46.4,10.3,,2.0,2.0,,,9.0,4.0,4.0,1.0
u0r26,46.5,10.3,,4.0,9.0,5.0,1.0,,,,
u0r2h,46.4,10.4,,1.0,,,,,,,
u0r2n,46.4,10.5,,36.0,42.0,57.0,29.0,20.0,20.0,42.0,7.0
u0r6r,46.8,10.5,,41.0,58.0,8.0,12.0,14.0,3.0,,
u0r8d,46.5,10.7,,1.0,,,,,,,
u0r90,46.6,10.6,,1.0,,,,,,6.0,
u0r9t,46.7,10.8,,2.0,2.0,,,,10.0,,
u0rbm,46.5,11.1,,1.0,1.0,1.0,2.0,,2.0,8.0,
u0rbp,46.4,11.2,,8.0,8.0,1.0,3.0,1.0,,2.0,
u0rbs,46.5,11.1,,2.0,62.0,84.0,52.0,41.0,56.0,106.0,25.0
u0rby,46.6,11.2,,7.0,8.0,,,,1.0,7.0,1.0
u0rbz,46.6,11.2,,18.0,9.0,4.0,5.0,,1.0,,
u0rc7,46.6,11.1,,1.0,1.0,3.0,1.0,,,,
u0rdp,46.8,10.9,,1.0,,,,,,,
u0rfr,46.8,11.2,,2.0,10.0,6.0,2.0,20.0,7.0,8.0,
u2000,45.0,11.3,,1.0,16.0,20.0,23.0,50.0,69.0,46.0,7.0
u2001,45.0,11.3,,15.0,19.0,7.0,11.0,9.0,4.0,6.0,1.0
u2004,45.0,11.4,,1.0,9.0,5.0,,,9.0,,
u200c,45.2,11.3,,5.0,2.0,,,3.0,3.0,3.0,
u200d,45.1,11.4,,2.0,,,3.0,,1.0,1.0,
u200h,45.0,11.4,,1.0,,,2.0,,,,
u200w,45.1,11.5,,7.0,1.0,1.0,2.0,,1.0,,
u2010,45.2,11.3,,5.0,2.0,,1.0,1.0,,3.0,1.0
u2013,45.2,11.3,,1.0,,1.0,2.0,,,1.0,
u2014,45.2,11.4,,12.0,,1.0,,,1.0,1.0,2.0
u2017,45.2,11.4,,1.0,,,2.0,1.0,,,
u201c,45.3,11.3,,1.0,1.0,1.0,1.0,1.0,,1.0,
u201g,45.3,11.4,,1.0,2.0,,6.0,2.0,,2.0,
u201j,45.2,11.5,,67.0,30.0,13.0,8.0,6.0,10.0,51.0,13.0
u201n,45.2,11.5,,14.0,3.0,3.0,6.0,26.0,25.0,22.0,10.0
u201x,45.3,11.6,,8.0,3.0,,,,,1.0,
u201y,45.3,11.5,,1.0,,,1.0,,,,
u201z,45.3,11.6,,4.0,5.0,,1.0,4.0,,2.0,
u202e,45.1,11.8,,5.0,11.0,6.0,1.0,,1.0,5.0,1.0
u202g,45.2,11.8,,5.0,13.0,8.0,6.0,14.0,9.0,6.0,2.0
u202h,45.0,11.8,,4.0,,,,,,,
u202x,45.1,11.9,,1.0,7.0,3.0,1.0,,1.0,,
u2032,45.2,11.6,,2.0,1.0,,2.0,3.0,1.0,,1.0
u2034,45.2,11.7,,8.0,21.0,6.0,2.0,17.0,8.0,7.0,1.0
u203d,45.3,11.7,,1.0,6.0,2.0,1.0,,3.0,,
u203k,45.2,11.8,,3.0,2.0,3.0,,7.0,9.0,,
u203s,45.3,11.8,,1.0,4.0,,2.0,2.0,1.0,1.0,
u203v,45.3,11.8,,2.0,8.0,7.0,1.0,1.0,,1.0,1.0
u203z,45.3,11.9,,2.0,2.0,1.0,2.0,,,3.0,
u2044,45.4,11.4,,1.0,,,,1.0,,,
u2049,45.5,11.3,,7.0,6.0,2.0,6.0,1.0,4.0,1.0,
u204b,45.5,11.3,,6.0,10.0,4.0,11.0,16.0,15.0,7.0,1.0
u204d,45.5,11.4,,3.0,16.0,2.0,,,27.0,25.0,3.0
u204k,45.4,11.4,,1.0,3.0,2.0,1.0,6.0,,3.0,3.0
u204q,45.4,11.5,,1.0,12.0,3.0,1.0,1.0,2.0,,
u204r,45.4,11.6,,5.0,7.0,14.0,4.0,,2.0,2.0,1.0
u204v,45.5,11.5,,1.0,19.0,6.0,8.0,16.0,2.0,22.0,2.0
u204y,45.5,11.5,,1.0,2.0,,,,,,
u2051,45.5,11.3,,1.0,1.0,1.0,1.0,1.0,,,
u2058,45.6,11.3,,6.0,1.0,,10.0,,2.0,,
u205e,45.6,11.4,,1.0,,,2.0,,,1.0,1.0
u205k,45.6,11.4,,7.0,2.0,3.0,4.0,8.0,1.0,8.0,9.0
u205q,45.6,11.5,,1.0,,9.0,8.0,5.0,11.0,13.0,3.0
u205r,45.6,11.6,,2.0,5.0,7.0,1.0,1.0,2.0,6.0,2.0
u205s,45.6,11.4,,8.0,12.0,16.0,5.0,9.0,4.0,25.0,4.0
u205u,45.7,11.4,,2.0,2.0,3.0,1.0,1.0,,1.0,
u2061,45.4,11.7,,4.0,6.0,1.0,2.0,,4.0,2.0,
u2063,45.4,11.7,,2.0,2.0,1.0,2.0,,,9.0,1.0
u2069,45.5,11.7,,3.0,,,,,,,
u206b,45.5,11.6,,2.0,17.0,19.0,17.0,9.0,23.0,10.0,3.0
u206c,45.5,11.7,,1.0,2.0,,5.0,1.0,1.0,1.0,
u206t,45.5,11.8,,3.0,13.0,18.0,14.0,17.0,18.0,5.0,10.0
u206u,45.5,11.8,,2.0,,,9.0,5.0,9.0,5.0,2.0
u206x,45.5,11.9,,4.0,4.0,5.0,4.0,7.0,2.0,20.0,7.0
u2074,45.5,11.7,,2.0,5.0,5.0,4.0,,3.0,1.0,
u2077,45.6,11.8,,1.0,2.0,1.0,,1.0,,2.0,
u2079,45.6,11.7,,3.0,2.0,3.0,,,,2.0,4.0
u207b,45.7,11.6,,3.0,7.0,6.0,11.0,8.0,29.0,1.0,2.0
u207c,45.7,11.7,,2.0,3.0,,,,,,
u207e,45.6,11.8,,1.0,11.0,1.0,3.0,6.0,3.0,4.0,1.0
u207f,45.7,11.7,,6.0,17.0,11.0,6.0,5.0,3.0,,2.0
u207k,45.6,11.8,,1.0,1.0,1.0,2.0,3.0,4.0,,
u207m,45.6,11.8,,2.0,1.0,2.0,3.0,,,1.0,
u207y,45.7,11.9,,4.0,1.0,2.0,2.0,3.0,3.0,4.0,
u2083,45.1,12.0,,3.0,3.0,1.0,1.0,2.0,,,
u208b,45.2,12.0,,2.0,2.0,1.0,1.0,34.0,11.0,3.0,
u208e,45.1,12.1,,5.0,5.0,2.0,6.0,11.0,6.0,13.0,
u208n,45.0,12.2,,2.0,4.0,16.0,7.0,17.0,13.0,5.0,2.0
u208q,45.1,12.2,,2.0,2.0,3.0,11.0,18.0,16.0,16.0,2.0
u2092,45.2,12.0,,7.0,4.0,1.0,2.0,,,2.0,1.0
u2096,45.2,12.1,,1.0,4.0,1.0,,,,,
u2097,45.2,12.1,,1.0,3.0,1.0,1.0,3.0,8.0,4.0,3.0
u209d,45.3,12.1,,3.0,10.0,3.0,4.0,4.0,4.0,,1.0
u209u,45.3,12.2,,1.0,,,,,,,
u20b2,45.1,12.3,,6.0,20.0,13.0,5.0,16.0,8.0,12.0,1.0
u20d7,45.4,12.1,,3.0,16.0,27.0,14.0,6.0,10.0,4.0,3.0
u20df,45.5,12.1,,10.0,4.0,7.0,19.0,9.0,4.0,6.0,
u20dm,45.4,12.2,,4.0,9.0,11.0,3.0,10.0,9.0,3.0,3.0
u20dz,45.5,12.3,,4.0,4.0,2.0,26.0,12.0,5.0,6.0,
u20e0,45.5,12.0,,2.0,3.0,1.0,2.0,,2.0,,
u20e1,45.5,12.0,,1.0,,1.0,,,,4.0,3.0
u20ed,45.6,12.1,,1.0,1.0,,2.0,2.0,,,
u20ee,45.6,12.1,,1.0,3.0,68.0,129.0,49.0,118.0,99.0,52.0
u20ef,45.7,12.1,,19.0,58.0,15.0,17.0,1.0,,1.0,
u20ej,45.5,12.2,,1.0,,1.0,,1.0,1.0,5.0,1.0
u20ek,45.6,12.2,,1.0,22.0,9.0,9.0,24.0,27.0,20.0,6.0
u20es,45.6,12.2,,2.0,14.0,1.0,1.0,1.0,,2.0,
u20fe,45.5,12.5,,9.0,11.0,4.0,1.0,1.0,,1.0,1.0
u20g2,45.6,12.3,,24.0,10.0,9.0,18.0,26.0,14.0,6.0,
u20g6,45.6,12.4,,2.0,3.0,3.0,3.0,6.0,2.0,,1.0
u20g7,45.6,12.5,,1.0,1.0,1.0,,2.0,,,
u20gc,45.7,12.4,,3.0,6.0,9.0,,1.0,1.0,2.0,
u20gg,45.7,12.5,,1.0,,3.0,3.0,,1.0,2.0,
u20gs,45.6,12.5,,6.0,1.0,6.0,1.0,,,1.0,1.0
u20gu,45.7,12.5,,1.0,,2.0,,,,,
u20gv,45.7,12.5,,1.0,4.0,1.0,1.0,2.0,,,
u20h0,45.7,11.3,,11.0,22.0,3.0,4.0,3.0,7.0,8.0,
u20h6,45.8,11.4,,12.0,11.0,5.0,1.0,1.0,3.0,,
u20he,45.8,11.4,,2.0,9.0,4.0,4.0,3.0,10.0,8.0,2.0
u20hq,45.8,11.5,,1.0,5.0,3.0,4.0,4.0,6.0,8.0,3.0
u20hu,45.9,11.4,,3.0,18.0,12.0,2.0,21.0,6.0,14.0,9.0
u20hx,45.8,11.6,,14.0,31.0,16.0,29.0,17.0,,6.0,
u20j0,45.9,11.3,,1.0,1.0,1.0,1.0,1.0,3.0,2.0,
u20j1,45.9,11.3,,1.0,4.0,,,,,5.0,
u20j9,46.0,11.3,,8.0,15.0,7.0,3.0,1.0,1.0,2.0,
u20k2,45.8,11.6,,8.0,5.0,1.0,1.0,2.0,16.0,1.0,1.0
u20k8,45.8,11.6,,1.0,1.0,1.0,,,1.0,,
u20k9,45.8,11.7,,1.0,5.0,1.0,2.0,1.0,,5.0,
u20kj,45.7,11.8,,23.0,20.0,6.0,,1.0,9.0,3.0,
u20kk,45.8,11.8,,10.0,10.0,4.0,4.0,3.0,6.0,2.0,
u20kr,45.8,11.9,,7.0,3.0,2.0,1.0,,2.0,,
u20kv,45.9,11.8,,3.0,3.0,3.0,2.0,4.0,,,
u20ky,45.9,11.9,,2.0,4.0,3.0,,,,,
u20m4,45.9,11.7,,1.0,,,1.0,,,3.0,
u20mb,46.0,11.6,,2.0,2.0,,1.0,,1.0,,
u20mf,46.0,11.7,,4.0,13.0,23.0,3.0,1.0,1.0,1.0,
u20mp,45.9,11.9,,5.0,7.0,3.0,2.0,8.0,2.0,6.0,3.0
u20nb,46.2,11.3,,1.0,6.0,2.0,,1.0,,2.0,
u20nj,46.1,11.5,,1.0,4.0,28.0,13.0,4.0,2.0,,1.0
u20np,46.1,11.6,,1.0,,,,,,,
u20p1,46.3,11.3,,1.0,,,,,,,
u20p2,46.3,11.3,,2.0,1.0,,2.0,1.0,,,
u20p4,46.3,11.4,,1.0,5.0,4.0,5.0,4.0,2.0,11.0,2.0
u20p5,46.3,11.4,,1.0,,,,,,,
u20p8,46.3,11.3,,10.0,5.0,6.0,1.0,3.0,1.0,1.0,1.0
u20pj,46.3,11.5,,2.0,2.0,,,,,,
u20pp,46.3,11.6,,1.0,5.0,,,1.0,14.0,,1.0
u20q0,46.1,11.6,,4.0,4.0,2.0,1.0,8.0,1.0,4.0,1.0
u20qd,46.2,11.7,,4.0,24.0,32.0,22.0,7.0,15.0,29.0,9.0
u20qs,46.2,11.8,,7.0,36.0,45.0,36.0,13.0,7.0,26.0,17.0
u20qt,46.2,11.8,,11.0,5.0,7.0,5.0,10.0,21.0,10.0,3.0
u20r2,46.3,11.6,,4.0,7.0,6.0,3.0,,1.0,1.0,
u20rz,46.4,11.9,,4.0,1.0,,1.0,,1.0,1.0,1.0
u20s1,45.7,12.0,,2.0,6.0,3.0,5.0,5.0,1.0,36.0,
u20s2,45.8,12.0,,2.0,,3.0,3.0,,1.0,,
u20s4,45.7,12.1,,2.0,2.0,,1.0,6.0,7.0,,
u20sc,45.9,12.0,,3.0,17.0,,4.0,2.0,6.0,3.0,2.0
u20sg,45.9,12.1,,1.0,5.0,,1.0,1.0,1.0,,
u20su,45.9,12.2,,1.0,,,2.0,1.0,3.0,4.0,
u20t6,45.9,12.1,,2.0,1.0,5.0,3.0,1.0,5.0,2.0,
u20tq,45.9,12.2,,2.0,8.0,5.0,4.0,3.0,4.0,6.0,
u20u1,45.7,12.4,,1.0,8.0,8.0,3.0,4.0,2.0,4.0,
u20u2,45.8,12.3,,2.0,3.0,,2.0,5.0,,,1.0
u20u3,45.8,12.4,,1.0,4.0,,,,,26.0,2.0
u20u6,45.8,12.4,,4.0,6.0,4.0,5.0,2.0,3.0,4.0,
u20uc,45.9,12.4,,1.0,4.0,4.0,4.0,3.0,1.0,2.0,1.0
u20ue,45.8,12.5,,6.0,1.0,,1.0,2.0,,1.0,
u20uf,45.9,12.4,,5.0,8.0,1.0,,,9.0,4.0,
u20ur,45.8,12.6,,1.0,3.0,2.0,1.0,,,,
u20ut,45.8,12.5,,1.0,1.0,,,,,,
u20ux,45.8,12.6,,4.0,15.0,22.0,10.0,2.0,8.0,6.0,3.0
u20uz,45.9,12.6,,8.0,12.0,3.0,,,,,
u20v2,45.9,12.3,,4.0,31.0,13.0,2.0,17.0,12.0,2.0,
u20v4,45.9,12.4,,3.0,3.0,1.0,,,6.0,1.0,1.0
u20v6,45.9,12.4,,11.0,21.0,6.0,6.0,2.0,,8.0,1.0
u20vj,45.9,12.5,,3.0,9.0,5.0,8.0,3.0,3.0,2.0,2.0
u20vn,45.9,12.6,,4.0,7.0,3.0,7.0,3.0,3.0,2.0,
u20vq,45.9,12.6,,1.0,,,,,,,
u20vs,46.0,12.5,,1.0,,,2.0,,,,
u20vv,46.0,12.5,,5.0,5.0,,,,,,
u20vx,46.0,12.6,,3.0,17.0,7.0,12.0,13.0,7.0,10.0,4.0
u20vz,46.0,12.6,,2.0,,3.0,,,,,
u20w2,46.1,12.0,,7.0,,,,,,,
u20w5,46.1,12.1,,2.0,52.0,21.0,30.0,14.0,22.0,15.0,10.0
u20w6,46.1,12.1,,4.0,6.0,6.0,2.0,2.0,,1.0,
u20wb,46.2,12.0,,2.0,,,,3.0,4.0,,
u20wc,46.2,12.0,,1.0,,1.0,,,,,
u20wf,46.2,12.1,,3.0,1.0,,3.0,,,,
u20wt,46.2,12.2,,11.0,5.0,3.0,3.0,2.0,,,
u20ww,46.2,12.2,,2.0,2.0,4.0,2.0,,,1.0,1.0
u20xc,46.4,12.0,,1.0,11.0,1.0,2.0,5.0,,1.0,
u20xf,46.4,12.1,,1.0,,,,,,,
u20xg,46.4,12.1,,10.0,1.0,,,,,7.0,
u20xp,46.3,12.3,,11.0,3.0,2.0,3.0,,,1.0,
u20y6,46.1,12.4,,6.0,6.0,14.0,3.0,8.0,8.0,3.0,1.0
u20yq,46.1,12.6,,1.0,,1.0,1.0,,,1.0,
u20yv,46.2,12.5,,1.0,1.0,,2.0,2.0,1.0,,
u20yy,46.2,12.6,,2.0,2.0,,,,,,
u215f,45.7,12.8,,8.0,,,1.0,,,,1.0
u21eb,45.7,13.4,,8.0,10.0,3.0,7.0,,2.0,4.0,
u21g7,45.6,13.9,,1.0,1.0,1.0,,2.0,,,
u21g8,45.6,13.7,,3.0,12.0,8.0,1.0,,,,
u21ge,45.6,13.9,,2.0,7.0,3.0,2.0,6.0,5.0,5.0,1.0
u21he,45.8,12.8,,1.0,1.0,2.0,1.0,,1.0,1.0,1.0
u21hf,45.9,12.8,,1.0,7.0,8.0,6.0,2.0,16.0,23.0,2.0
u21hh,45.7,12.9,,1.0,1.0,,,1.0,,,
u21hm,45.8,12.9,,4.0,8.0,2.0,1.0,1.0,1.0,,
u21hx,45.8,13.0,,6.0,5.0,1.0,2.0,6.0,97.0,122.0,51.0
u21hz,45.9,13.0,,2.0,1.0,2.0,,,,,
u21j0,45.9,12.7,,1.0,2.0,2.0,,,2.0,,2.0
u21j6,45.9,12.8,,9.0,30.0,5.0,3.0,4.0,2.0,,
u21j7,45.9,12.8,,1.0,,,,,1.0,1.0,
u21j8,46.0,12.7,,29.0,37.0,20.0,11.0,5.0,6.0,5.0,
u21j9,46.0,12.7,,4.0,2.0,1.0,1.0,,,,
u21jd,46.0,12.8,,7.0,1.0,1.0,,,1.0,27.0,14.0
u21jk,45.9,12.9,,11.0,40.0,16.0,6.0,2.0,5.0,11.0,1.0
u21jp,45.9,13.0,,1.0,2.0,,,,,,
u21js,46.0,12.9,,3.0,8.0,1.0,2.0,2.0,,1.0,1.0
u21k0,45.7,13.0,,6.0,4.0,5.0,7.0,,4.0,16.0,1.0
u21k3,45.8,13.1,,4.0,3.0,1.0,,,,,
u21k9,45.8,13.1,,8.0,13.0,6.0,2.0,,2.0,5.0,
u21ke,45.8,13.2,,4.0,6.0,1.0,,,,,
u21kf,45.9,13.1,,1.0,1.0,,,,,,
u21kq,45.8,13.3,,49.0,29.0,11.0,,,,3.0,1.0
u21kr,45.8,13.3,,1.0,,,,,1.0,2.0,
u21kz,45.9,13.3,,1.0,2.0,3.0,,2.0,33.0,30.0,8.0
u21m3,45.9,13.1,,1.0,2.0,,,,,,1.0
u21m7,45.9,13.2,,2.0,3.0,2.0,,,,,
u21mp,45.9,13.3,,2.0,,3.0,3.0,1.0,1.0,4.0,
u21mu,46.0,13.2,,37.0,43.0,27.0,12.0,6.0,126.0,141.0,24.0
u21mx,46.0,13.3,,1.0,5.0,3.0,,,,,
u21n8,46.2,12.7,,5.0,5.0,7.0,19.0,1.0,6.0,4.0,1.0
u21nd,46.2,12.8,,1.0,2.0,1.0,1.0,,,1.0,
u21np,46.1,13.0,,1.0,5.0,2.0,2.0,,,,
u21nu,46.2,12.9,,1.0,5.0,3.0,1.0,,,,1.0
u21nz,46.2,13.0,,4.0,1.0,4.0,2.0,2.0,,2.0,
u21pf,46.4,12.8,,7.0,,,1.0,,,,
u21pp,46.3,13.0,,3.0,,,,,,,
u21q3,46.1,13.1,,5.0,15.0,23.0,17.0,7.0,9.0,26.0,3.0
u21q4,46.1,13.1,,1.0,4.0,1.0,,1.0,,,
u21q5,46.1,13.2,,1.0,1.0,2.0,,,,,
u21q6,46.1,13.1,,9.0,20.0,15.0,17.0,11.0,6.0,13.0,3.0
u21q7,46.1,13.2,,2.0,6.0,7.0,2.0,,,,
u21qc,46.2,13.1,,4.0,7.0,2.0,2.0,3.0,1.0,3.0,
u21qd,46.2,13.1,,2.0,21.0,8.0,3.0,4.0,11.0,23.0,3.0
u21qg,46.2,13.2,,3.0,9.0,1.0,2.0,,2.0,2.0,
u21qt,46.2,13.2,,2.0,5.0,2.0,9.0,4.0,,1.0,
u21qu,46.2,13.2,,5.0,4.0,2.0,9.0,5.0,4.0,,
u21qv,46.2,13.2,,1.0,,1.0,1.0,5.0,,,
u21qw,46.2,13.3,,3.0,12.0,2.0,,3.0,8.0,6.0,
u21qy,46.2,13.3,,4.0,3.0,5.0,5.0,1.0,4.0,4.0,
u21r1,46.3,13.1,,1.0,1.0,,1.0,,4.0,2.0,
u21rb,46.4,13.0,,3.0,11.0,2.0,4.0,3.0,8.0,7.0,1.0
u21s6,45.8,13.5,,2.0,,,,,,,
u21s8,45.8,13.4,,1.0,,1.0,,,1.0,15.0,2.0
u21sc,45.9,13.4,,1.0,1.0,,,,,1.0,
u21sq,45.8,13.6,,13.0,19.0,15.0,17.0,15.0,1.0,4.0,3.0
u21t2,45.9,13.4,,5.0,16.0,2.0,5.0,4.0,11.0,4.0,4.0
u21t4,45.9,13.5,,3.0,23.0,6.0,2.0,4.0,,,2.0
u21t9,46.0,13.4,,1.0,,,,,1.0,1.0,
u21td,46.0,13.5,,5.0,3.0,1.0,1.0,2.0,1.0,,1.0
u21th,45.9,13.6,,1.0,2.0,,3.0,1.0,,,
u21tj,45.9,13.6,,4.0,,,,,,,
u21u0,45.7,13.7,,4.0,4.0,7.0,21.0,23.0,8.0,17.0,16.0
u21u2,45.8,13.7,,1.0,2.0,3.0,1.0,2.0,2.0,2.0,
u21w0,46.1,13.4,,37.0,47.0,15.0,18.0,23.0,9.0,10.0,3.0
u21w3,46.1,13.4,,9.0,2.0,,,,,,
u21w6,46.1,13.5,,9.0,14.0,12.0,5.0,6.0,8.0,4.0,
u2209,46.5,11.3,,4.0,4.0,9.0,9.0,5.0,,2.0,
u220c,46.6,11.3,,1.0,,1.0,1.0,,,,
u220e,46.5,11.4,,10.0,12.0,4.0,2.0,1.0,3.0,39.0,115.0
u220t,46.5,11.5,,11.0,18.0,8.0,28.0,27.0,4.0,,
u220u,46.6,11.4,,5.0,17.0,14.0,15.0,17.0,15.0,8.0,2.0
u2214,46.6,11.4,,2.0,4.0,1.0,1.0,,,11.0,1.0
u2224,46.4,11.7,,1.0,1.0,,,,,1.0,
u2226,46.5,11.7,,2.0,2.0,,,17.0,8.0,47.0,55.0
u2227,46.5,11.8,,4.0,12.0,4.0,10.0,9.0,2.0,5.0,2.0
u222c,46.6,11.7,,10.0,29.0,11.0,11.0,7.0,6.0,5.0,1.0
u222g,46.6,11.8,,1.0,7.0,3.0,3.0,8.0,13.0,19.0,6.0
u222x,46.5,11.9,,1.0,4.0,1.0,4.0,,1.0,1.0,
u222y,46.6,11.9,,5.0,5.0,3.0,,1.0,,1.0,
u222z,46.6,11.9,,1.0,7.0,18.0,12.0,,,,
u223b,46.7,11.6,,6.0,4.0,9.0,2.0,1.0,,,2.0
u223c,46.7,11.7,,22.0,43.0,39.0,51.0,29.0,39.0,35.0,19.0
u223p,46.6,11.9,,6.0,1.0,1.0,,,11.0,3.0,
u224b,46.9,11.3,,2.0,6.0,6.0,,3.0,2.0,4.0,
u224g,46.9,11.4,,2.0,3.0,73.0,87.0,61.0,69.0,26.0,11.0
u224u,46.9,11.4,,27.0,19.0,12.0,6.0,3.0,11.0,8.0,8.0
u2255,47.0,11.4,,2.0,,,,,,,
u2260,46.8,11.6,,4.0,21.0,22.0,14.0,16.0,22.0,46.0,2.0
u2261,46.8,11.7,,33.0,47.0,28.0,12.0,11.0,23.0,8.0,2.0
u2266,46.8,11.7,,8.0,111.0,41.0,35.0,11.0,7.0,12.0,2.0
u226n,46.8,11.9,,12.0,,,,,,,
u226q,46.8,11.9,,1.0,1.0,2.0,,,,,
u226z,46.9,11.9,,9.0,9.0,4.0,3.0,4.0,2.0,304.0,82.0
u227j,47.0,11.8,,1.0,,,,,,2.0,5.0
u2280,46.4,12.0,,2.0,7.0,4.0,46.0,57.0,4.0,5.0,
u2281,46.4,12.0,,6.0,21.0,15.0,14.0,15.0,9.0,22.0,1.0
u2284,46.4,12.1,,2.0,3.0,,1.0,1.0,,1.0,1.0
u228g,46.6,12.1,,8.0,10.0,4.0,8.0,3.0,,6.0,1.0
u228u,46.6,12.2,,2.0,1.0,,,2.0,7.0,9.0,4.0
u229g,46.7,12.1,,5.0,13.0,10.0,8.0,4.0,8.0,19.0,18.0
u229w,46.7,12.2,,1.0,1.0,,,,1.0,,
u22b0,46.4,12.3,,20.0,9.0,5.0,2.0,3.0,,11.0,1.0
u22be,46.5,12.5,,2.0,1.0,,,,,,
u22bs,46.5,12.5,,1.0,,,,,,,
u22c8,46.7,12.3,,10.0,18.0,23.0,9.0,13.0,20.0,21.0,6.0
u22ch,46.6,12.5,,6.0,11.0,3.0,,4.0,,2.0,
u22cn,46.6,12.6,,2.0,3.0,,1.0,,1.0,,
u230b,46.6,12.7,,5.0,9.0,2.0,4.0,4.0,5.0,1.0,
u230d,46.5,12.8,,1.0,,,,,,,
u230j,46.4,12.9,,1.0,13.0,27.0,9.0,13.0,9.0,4.0,3.0
u230k,46.5,12.9,,1.0,1.0,1.0,,1.0,5.0,7.0,2.0
